日期,信号数,涨停数,盈利笔数,亏损笔数,日收益率%,T日平均涨幅%,T日平均量比,日PnL(元),权益(元),累计PnL(元),累计收益率%,回撤%,是否盈利日,代码,名称,持仓明细
2019-04-02,2,0,2,0,4.4683,4.9847,1.2024,49039.9434,1146544.9053,146544.9053,14.6545,0.0000,True,"000912,002086","泸天化,东方海洋",000912 泸天化 +4.31% | 002086 东方海洋 +4.63%
2019-04-03,2,0,2,0,1.5290,5.0034,1.3990,17531.0631,1164075.9684,164075.9684,16.4076,0.0000,True,"000707,000720","双环科技,新能泰山",000707 双环科技 +1.07% | 000720 新能泰山 +1.99%
2019-04-04,2,0,2,0,4.6857,5.0310,1.4398,54544.6380,1218620.6064,218620.6064,21.8621,0.0000,True,"000422,000995","湖北宜化,皇台酒业",000422 湖北宜化 +4.70% | 000995 皇台酒业 +4.67%
2019-04-08,2,0,2,0,2.9209,4.9857,1.3344,35594.9471,1254215.5535,254215.5535,25.4216,0.0000,True,"000422,000995","湖北宜化,皇台酒业",000422 湖北宜化 +1.22% | 000995 皇台酒业 +4.62%
2019-04-09,2,0,1,1,1.2015,4.9902,1.4274,15069.7372,1269285.2907,269285.2907,26.9285,0.0000,True,"000048,000409","京基智农,云鼎科技",000048 京基智农 +4.72% | 000409 云鼎科技 -2.32%
2019-04-10,2,0,2,0,4.7322,5.0291,2.1326,60064.7936,1329350.0843,329350.0843,32.9350,0.0000,True,"000048,000893","京基智农,亚钾国际",000048 京基智农 +4.70% | 000893 亚钾国际 +4.76%
2019-04-12,2,0,1,1,0.7791,5.0087,2.1070,10356.4744,1339706.5587,339706.5587,33.9707,0.0000,True,"000409,000995","云鼎科技,皇台酒业",000409 云鼎科技 -3.09% | 000995 皇台酒业 +4.65%
2019-04-19,2,0,0,2,-4.2571,4.9868,2.5238,-57032.3235,1282674.2351,282674.2351,28.2674,-4.2571,False,"000670,000995","盈方微,皇台酒业",000670 盈方微 -3.87% | 000995 皇台酒业 -4.64%
2019-05-07,2,0,1,1,-0.7214,4.7653,1.3688,-9253.8326,1273420.4026,273420.4026,27.3420,-4.9478,False,"000338,000998","潍柴动力,隆平高科",000338 潍柴动力 -2.32% | 000998 隆平高科 +0.88%
2019-05-09,2,0,2,0,4.6601,5.0557,1.8293,59342.1278,1332762.5304,332762.5304,33.2763,-0.5183,True,"000571,000893","新大洲A,亚钾国际",000571 新大洲A +4.60% | 000893 亚钾国际 +4.72%
2019-05-10,2,0,1,1,-0.3187,4.9556,1.2043,-4247.6955,1328514.8349,328514.8349,32.8515,-0.8354,False,"000409,000670","云鼎科技,盈方微",000409 云鼎科技 +4.65% | 000670 盈方微 -5.28%
2019-05-16,2,0,0,2,-3.2487,4.9496,1.2797,-43159.6999,1285355.1350,285355.1350,28.5355,-4.0570,False,"000422,000816","湖北宜化,智慧农业",000422 湖北宜化 -5.25% | 000816 智慧农业 -1.25%
2019-05-27,2,0,0,2,-1.6940,4.5652,1.4953,-21774.0177,1263581.1173,263581.1173,26.3581,-5.6822,False,"000006,000762","深振业Ａ,西藏矿业",000006 深振业Ａ -2.21% | 000762 西藏矿业 -1.18%
2019-05-28,2,0,1,1,0.7955,5.0850,1.2248,10051.9069,1273633.0242,273633.0242,27.3633,-4.9319,True,"002021,002072","中捷资源,凯瑞德",002021 中捷资源 -3.05% | 002072 凯瑞德 +4.64%
2019-06-11,2,0,0,2,-1.6621,5.2658,1.3632,-21169.3104,1252463.7139,252463.7139,25.2464,-6.5121,False,"000049,000692","德赛电池,惠天热电",000049 德赛电池 -1.71% | 000692 惠天热电 -1.62%
2019-06-13,2,0,0,2,-3.7189,5.2661,1.2570,-46578.4223,1205885.2915,205885.2915,20.5885,-9.9888,False,"000670,002021","盈方微,中捷资源",000670 盈方微 -2.11% | 002021 中捷资源 -5.33%
2019-06-21,2,0,0,2,-0.8435,5.1438,1.2601,-10171.3803,1195713.9112,195713.9112,19.5714,-10.7481,False,"000571,000953","新大洲A,中哲精化",000571 新大洲A -1.39% | 000953 中哲精化 -0.30%
2019-06-26,2,0,1,1,0.3830,5.0499,1.2342,4579.9603,1200293.8715,200293.8715,20.0294,-10.4062,True,"000670,000981","盈方微,山子高科",000670 盈方微 -1.14% | 000981 山子高科 +1.91%
2019-07-01,2,0,0,2,-1.7188,5.0858,1.8119,-20630.2937,1179663.5778,179663.5778,17.9664,-11.9461,False,"000521,000679","长虹美菱,大连友谊",000521 长虹美菱 -2.17% | 000679 大连友谊 -1.27%
2019-07-02,2,0,0,2,-3.9517,5.1022,1.7790,-46617.1046,1133046.4733,133046.4733,13.3046,-15.4258,False,"000670,000868","盈方微,安凯客车",000670 盈方微 -5.20% | 000868 安凯客车 -2.71%
2019-07-11,2,0,0,2,-2.9866,4.8410,1.6856,-33840.0607,1099206.4126,99206.4126,9.9206,-17.9517,False,"000571,002068","新大洲A,黑猫股份",000571 新大洲A -5.32% | 002068 黑猫股份 -0.65%
2019-07-12,2,0,2,0,2.9015,5.2891,1.6737,31893.1745,1131099.5871,131099.5871,13.1100,-15.5711,True,"000409,000761","云鼎科技,本钢板材",000409 云鼎科技 +4.75% | 000761 本钢板材 +1.05%
2019-07-15,2,0,2,0,1.6910,4.9576,1.3870,19126.8119,1150226.3990,150226.3990,15.0226,-14.1434,True,"000409,002066","云鼎科技,瑞泰科技",000409 云鼎科技 +0.81% | 002066 瑞泰科技 +2.57%
2019-08-01,2,0,1,1,0.7678,5.0080,1.5379,8831.1759,1159057.5749,159057.5749,15.9058,-13.4842,True,"000815,000953","美利云,中哲精化",000815 美利云 +2.10% | 000953 中哲精化 -0.57%
2019-08-08,2,0,0,2,-4.0888,5.1803,1.7199,-47391.6825,1111665.8925,111665.8925,11.1666,-17.0217,False,"000422,000670","湖北宜化,盈方微",000422 湖北宜化 -2.95% | 000670 盈方微 -5.23%
2019-08-16,2,0,1,1,2.1660,4.9934,1.8437,24078.5320,1135744.4245,135744.4245,13.5744,-15.2244,True,"000792,000953","盐湖股份,中哲精化",000792 盐湖股份 +4.63% | 000953 中哲精化 -0.30%
2019-08-19,2,0,0,2,-1.2097,5.1494,2.0538,-13738.7496,1122005.6749,122005.6749,12.2006,-16.2499,False,"000756,000783","新华制药,长江证券",000756 新华制药 -0.59% | 000783 长江证券 -1.83%
2019-08-20,2,0,1,1,1.1205,5.0341,1.2188,12571.6457,1134577.3206,134577.3206,13.4577,-15.3115,True,"000409,000792","云鼎科技,盐湖股份",000409 云鼎科技 +4.08% | 000792 盐湖股份 -1.84%
2019-08-22,2,0,0,2,-3.0724,5.2215,1.8450,-34858.6540,1099718.6666,99718.6666,9.9719,-17.9135,False,"000796,000989","凯撒旅业,九芝堂",000796 凯撒旅业 -2.69% | 000989 九芝堂 -3.45%
2019-08-23,2,0,1,1,2.2316,5.1088,1.5181,24541.8229,1124260.4895,124260.4895,12.4260,-16.0816,True,"000504,000571","南华生物,新大洲A",000504 南华生物 +4.76% | 000571 新大洲A -0.30%
2019-08-26,2,0,2,0,4.7632,5.0779,2.5816,53550.3274,1177810.8168,177810.8168,17.7811,-12.0844,True,"000410,000504","沈阳机床,南华生物",000410 沈阳机床 +4.77% | 000504 南华生物 +4.76%
2019-09-03,2,0,2,0,3.2684,4.8490,2.2673,38495.8033,1216306.6202,216306.6202,21.6307,-9.2110,True,"000571,000670","新大洲A,盈方微",000571 新大洲A +4.81% | 000670 盈方微 +1.73%
2019-09-04,2,0,0,2,-1.9339,5.1543,2.0016,-23522.0616,1192784.5586,192784.5586,19.2785,-10.9667,False,"000571,000572","新大洲A,海马汽车",000571 新大洲A -1.92% | 000572 海马汽车 -1.95%
2019-09-06,2,0,1,1,0.2190,4.9930,1.7092,2611.6243,1195396.1829,195396.1829,19.5396,-10.7718,True,"000409,000868","云鼎科技,安凯客车",000409 云鼎科技 +1.70% | 000868 安凯客车 -1.26%
2019-09-09,2,0,0,2,-1.7400,5.3561,1.3177,-20799.6492,1174596.5338,174596.5338,17.4597,-12.3243,False,"000676,002077","智度股份,大港股份",000676 智度股份 -1.21% | 002077 大港股份 -2.27%
2019-09-11,2,0,1,1,1.7940,5.0239,1.8596,21071.9204,1195668.4542,195668.4542,19.5668,-10.7515,True,"000410,000504","沈阳机床,南华生物",000410 沈阳机床 +4.63% | 000504 南华生物 -1.05%
2019-09-18,2,0,2,0,4.7549,5.0569,1.1385,56852.9416,1252521.3958,252521.3958,25.2521,-6.5078,True,"000410,002072","沈阳机床,凯瑞德",000410 沈阳机床 +4.75% | 002072 凯瑞德 +4.76%
2019-09-19,2,0,0,2,-1.8469,4.8748,2.6995,-23133.0879,1229388.3079,229388.3079,22.9388,-8.2345,False,"000572,002033","海马汽车,丽江股份",000572 海马汽车 -2.43% | 002033 丽江股份 -1.27%
2019-09-23,2,0,0,2,-3.1657,4.9299,2.0132,-38918.7298,1190469.5781,190469.5781,19.0470,-11.1395,False,"000950,000966","重药控股,长源电力",000950 重药控股 -3.91% | 000966 长源电力 -2.42%
2019-10-08,2,0,1,1,0.2173,5.0142,1.6574,2586.9970,1193056.5751,193056.5751,19.3057,-10.9464,True,"000707,000792","双环科技,盐湖股份",000707 双环科技 -2.87% | 000792 盐湖股份 +3.31%
2019-10-11,2,0,2,0,0.3921,5.0513,1.4439,4677.9010,1197734.4761,197734.4761,19.7734,-10.5973,True,"000410,000868","沈阳机床,安凯客车",000410 沈阳机床 +0.55% | 000868 安凯客车 +0.23%
2019-10-15,2,0,1,1,-1.6267,4.9926,1.1174,-19484.0147,1178250.4614,178250.4614,17.8250,-12.0516,False,"000792,000868","盐湖股份,安凯客车",000792 盐湖股份 +0.82% | 000868 安凯客车 -4.08%
2019-10-17,2,0,1,1,0.4332,5.0795,1.2079,5104.2070,1183354.6684,183354.6684,18.3355,-11.6706,True,"000816,000868","智慧农业,安凯客车",000816 智慧农业 -3.82% | 000868 安凯客车 +4.69%
2019-11-12,2,0,1,1,2.2074,4.9358,1.6147,26121.0707,1209475.7392,209475.7392,20.9476,-9.7208,True,"000410,000981","沈阳机床,山子高科",000410 沈阳机床 +4.71% | 000981 山子高科 -0.30%
2019-11-13,2,0,0,2,-1.3139,4.9529,1.4021,-15890.8993,1193584.8399,193584.8399,19.3585,-10.9070,False,"000532,000661","华金资本,长春高新",000532 华金资本 -2.34% | 000661 长春高新 -0.29%
2019-11-14,2,0,0,2,-4.1815,4.9755,1.4999,-49910.0300,1143674.8099,143674.8099,14.3675,-14.6324,False,"000605,000868","渤海股份,安凯客车",000605 渤海股份 -6.72% | 000868 安凯客车 -1.64%
2019-11-21,2,0,1,1,2.0098,5.1429,2.3663,22985.3774,1166660.1873,166660.1873,16.6660,-12.9167,True,"000953,002021","中哲精化,中捷资源",000953 中哲精化 -0.57% | 002021 中捷资源 +4.59%
2019-11-22,2,0,1,1,1.8700,4.9709,2.2360,21816.5513,1188476.7386,188476.7386,18.8477,-11.2883,True,"000504,002021","南华生物,中捷资源",000504 南华生物 -1.14% | 002021 中捷资源 +4.88%
2019-11-25,2,0,1,1,1.0308,4.9627,1.6154,12250.2695,1200727.0081,200727.0081,20.0727,-10.3739,True,"000525,002021","红太阳,中捷资源",000525 红太阳 -2.56% | 002021 中捷资源 +4.63%
2019-12-03,2,0,1,1,-0.4512,5.0735,1.6881,-5418.1323,1195308.8757,195308.8757,19.5309,-10.7783,False,"000571,000981","新大洲A,山子高科",000571 新大洲A +0.10% | 000981 山子高科 -1.00%
2019-12-06,2,0,1,1,0.5199,4.8844,1.8555,6213.8835,1201522.7593,201522.7593,20.1523,-10.3145,True,"000953,002049","中哲精化,紫光国微",000953 中哲精化 +1.70% | 002049 紫光国微 -0.66%
2019-12-16,2,0,1,1,0.7954,4.5596,1.5089,9556.7105,1211079.4698,211079.4698,21.1079,-9.6011,True,"000002,000977","万  科Ａ,浪潮信息",000002 万  科Ａ +3.10% | 000977 浪潮信息 -1.50%
2019-12-18,2,0,1,1,1.8559,4.9241,1.6859,22476.8998,1233556.3696,233556.3696,23.3556,-7.9234,True,"000981,002021","山子高科,中捷资源",000981 山子高科 +4.83% | 002021 中捷资源 -1.12%
2019-12-19,2,0,1,1,2.0851,4.8755,1.6106,25721.3646,1259277.7342,259277.7342,25.9278,-6.0035,True,"000155,000981","川能动力,山子高科",000155 川能动力 +6.91% | 000981 山子高科 -2.74%
2019-12-24,2,0,1,1,0.5750,5.1330,1.3580,7240.6767,1266518.4109,266518.4109,26.6518,-5.4630,True,"000816,000868","智慧农业,安凯客车",000816 智慧农业 -3.46% | 000868 安凯客车 +4.61%
2019-12-25,2,0,1,1,1.9004,5.1178,1.5027,24069.0916,1290587.5024,290587.5024,29.0588,-3.6664,True,"000953,000981","中哲精化,山子高科",000953 中哲精化 -0.76% | 000981 山子高科 +4.56%
2020-01-03,2,0,1,1,1.9990,5.1332,1.8514,25798.9049,1316386.4074,316386.4074,31.6386,-1.7407,True,"000572,000707","海马汽车,双环科技",000572 海马汽车 +4.60% | 000707 双环科技 -0.60%
2020-02-05,2,0,1,1,0.9051,5.1804,1.5385,11914.6157,1328301.0230,328301.0230,32.8301,-0.8513,True,"002020,002086","京新药业,东方海洋",002020 京新药业 +1.82% | 002086 东方海洋 -0.01%
2020-02-06,2,0,1,1,1.6361,5.0076,1.0794,21732.6944,1350033.7174,350033.7174,35.0034,0.0000,True,"000504,000598","南华生物,兴蓉环境",000504 南华生物 -1.22% | 000598 兴蓉环境 +4.49%
2020-02-07,2,0,2,0,4.5535,5.1012,1.3582,61473.5133,1411507.2308,411507.2308,41.1507,0.0000,True,"000670,000981","盈方微,山子高科",000670 盈方微 +4.65% | 000981 山子高科 +4.46%
2020-02-10,2,0,0,2,-0.9494,4.9810,1.2007,-13400.1531,1398107.0777,398107.0777,39.8107,-0.9494,False,"000422,000981","湖北宜化,山子高科",000422 湖北宜化 -0.30% | 000981 山子高科 -1.60%
2020-02-17,2,0,2,0,1.9393,4.9183,1.3389,27113.5578,1425220.6356,425220.6356,42.5221,0.0000,True,"000400,000716","许继电气,黑芝麻",000400 许继电气 +0.77% | 000716 黑芝麻 +3.11%
2020-02-19,2,0,2,0,3.1587,5.0282,1.6390,45017.9519,1470238.5875,470238.5875,47.0239,0.0000,True,"000953,000981","中哲精化,山子高科",000953 中哲精化 +4.79% | 000981 山子高科 +1.53%
2020-02-24,2,0,2,0,3.3842,4.8007,1.8056,49755.2152,1519993.8027,519993.8027,51.9994,0.0000,True,"002042,002072","华孚时尚,凯瑞德",002042 华孚时尚 +2.01% | 002072 凯瑞德 +4.76%
2020-02-27,2,0,0,2,-3.0903,5.1087,1.5442,-46972.7579,1473021.0448,473021.0448,47.3021,-3.0903,False,"000572,000792","海马汽车,盐湖股份",000572 海马汽车 -4.85% | 000792 盐湖股份 -1.34%
2020-03-02,2,0,1,1,0.3755,4.9726,1.1748,5530.5609,1478551.6057,478551.6057,47.8552,-2.7265,True,"000792,002029","盐湖股份,七 匹 狼",000792 盐湖股份 +1.59% | 002029 七 匹 狼 -0.84%
2020-03-04,2,1,2,0,5.6656,5.2748,1.7697,83768.9455,1562320.5512,562320.5512,56.2321,0.0000,True,"000897,002075","津滨发展,沙钢股份",000897 津滨发展 +1.59% | 002075 沙钢股份 +9.74%涨停
2020-03-05,2,0,2,0,2.6128,5.0424,1.8524,40820.7241,1603141.2753,603141.2753,60.3141,0.0000,True,"000571,002021","新大洲A,中捷资源",000571 新大洲A +1.72% | 002021 中捷资源 +3.51%
2020-03-17,2,0,0,2,-3.3923,5.2391,1.4229,-54383.4016,1548757.8737,548757.8737,54.8758,-3.3923,False,"000425,000598","徐工机械,兴蓉环境",000425 徐工机械 -3.21% | 000598 兴蓉环境 -3.57%
2020-03-20,2,0,0,2,-4.8761,4.8759,1.4720,-75519.4918,1473238.3819,473238.3819,47.3238,-8.1030,False,"000410,002045","沈阳机床,国光电器",000410 沈阳机床 -4.11% | 002045 国光电器 -5.64%
2020-03-24,2,0,0,2,-2.9672,5.4359,1.4602,-43713.2751,1429525.1068,429525.1068,42.9525,-10.8297,False,"000407,000586","胜利股份,汇源通信",000407 胜利股份 -2.20% | 000586 汇源通信 -3.73%
2020-03-25,2,0,0,2,-2.7691,5.1948,1.2548,-39585.4915,1389939.6153,389939.6153,38.9940,-13.2990,False,"000589,002086","贵州轮胎,东方海洋",000589 贵州轮胎 -2.77% | 002086 东方海洋 -2.77%
2020-03-30,2,0,1,1,-0.4498,4.7927,1.4070,-6251.5814,1383688.0339,383688.0339,38.3688,-13.6890,False,"000953,002001","中哲精化,新 和 成",000953 中哲精化 -1.71% | 002001 新 和 成 +0.81%
2020-03-31,2,0,0,2,-4.6052,4.9451,1.2688,-63722.2599,1319965.7739,319965.7739,31.9966,-17.6638,False,"000525,002086","红太阳,东方海洋",000525 红太阳 -4.85% | 002086 东方海洋 -4.37%
2020-04-07,2,0,1,1,-0.0481,4.8513,1.3407,-635.2720,1319330.5019,319330.5019,31.9331,-17.7034,False,"000922,002063","佳电股份,远光软件",000922 佳电股份 +2.08% | 002063 远光软件 -2.17%
2020-04-08,2,0,0,2,-1.0042,5.2242,2.3591,-13249.0514,1306081.4505,306081.4505,30.6081,-18.5299,False,"000737,000981","北方铜业,山子高科",000737 北方铜业 -1.71% | 000981 山子高科 -0.30%
2020-04-13,2,0,2,0,4.1365,5.0324,1.3154,54026.3431,1360107.7936,360107.7936,36.0108,-15.1598,True,"000953,002021","中哲精化,中捷资源",000953 中哲精化 +4.66% | 002021 中捷资源 +3.61%
2020-04-14,2,0,1,1,1.0968,5.1723,1.3313,14917.6810,1375025.4746,375025.4746,37.5025,-14.2293,True,"000953,002027","中哲精化,分众传媒",000953 中哲精化 -2.13% | 002027 分众传媒 +4.32%
2020-04-16,2,0,1,1,-0.2143,5.1526,1.6136,-2946.4832,1372078.9915,372078.9915,37.2079,-14.4131,False,"000509,000816","华塑控股,智慧农业",000509 华塑控股 -1.73% | 000816 智慧农业 +1.30%
2020-04-22,2,0,1,1,-0.2176,5.0678,3.0385,-2985.9035,1369093.0880,369093.0880,36.9093,-14.5993,False,"000727,002072","冠捷科技,凯瑞德",000727 冠捷科技 -5.23% | 002072 凯瑞德 +4.79%
2020-04-27,2,0,0,2,-0.9176,4.9357,1.3623,-12562.3104,1356530.7776,356530.7776,35.6531,-15.3830,False,"000571,002072","新大洲A,凯瑞德",000571 新大洲A -0.69% | 002072 凯瑞德 -1.15%
2020-04-30,2,0,2,0,0.5986,4.8687,1.3790,8119.7346,1364650.5122,364650.5122,36.4651,-14.8765,True,"000409,002021","云鼎科技,中捷资源",000409 云鼎科技 +1.04% | 002021 中捷资源 +0.16%
2020-05-06,2,0,1,1,-1.0792,4.8154,1.6957,-14727.5919,1349922.9203,349922.9203,34.9923,-15.7951,False,"000571,000816","新大洲A,智慧农业",000571 新大洲A +0.41% | 000816 智慧农业 -2.57%
2020-05-07,2,0,0,2,-0.4053,5.2366,2.0346,-5470.7403,1344452.1801,344452.1801,34.4452,-16.1364,False,"000981,002077","山子高科,大港股份",000981 山子高科 -0.30% | 002077 大港股份 -0.51%
2020-05-11,2,0,1,1,-0.0928,5.1449,1.2987,-1247.8350,1343204.3451,343204.3451,34.3204,-16.2142,False,"000400,002077","许继电气,大港股份",000400 许继电气 -1.49% | 002077 大港股份 +1.31%
2020-05-13,2,0,2,0,4.6806,4.8270,1.2702,62869.6496,1406073.9947,406073.9947,40.6074,-12.2926,True,"000536,000727","华映科技,冠捷科技",000536 华映科技 +4.96% | 000727 冠捷科技 +4.40%
2020-05-18,2,0,0,2,-1.0758,5.1260,2.0888,-15126.5580,1390947.4367,390947.4367,39.0947,-13.2361,False,"000504,002069","南华生物,獐子岛",000504 南华生物 -1.13% | 002069 獐子岛 -1.02%
2020-05-20,2,0,0,2,-1.7657,5.1383,1.5353,-24559.3988,1366388.0378,366388.0378,36.6388,-14.7681,False,"000837,000927","秦川机床,中国铁物",000837 秦川机床 -1.92% | 000927 中国铁物 -1.61%
2020-05-21,2,0,2,0,1.7988,5.0294,1.4409,24578.6376,1390966.6755,390966.6755,39.0967,-13.2349,True,"000408,000803","藏格矿业,山高环能",000408 藏格矿业 +2.83% | 000803 山高环能 +0.77%
2020-05-22,2,0,1,1,-1.6316,4.9211,1.7294,-22694.6980,1368271.9774,368271.9774,36.8272,-14.6506,False,"000509,000536","华塑控股,华映科技",000509 华塑控股 -5.20% | 000536 华映科技 +1.94%
2020-05-25,2,0,1,1,1.0728,5.0376,1.6655,14679.1808,1382951.1583,382951.1583,38.2951,-13.7349,True,"000803,000927","山高环能,中国铁物",000803 山高环能 +3.35% | 000927 中国铁物 -1.21%
2020-05-27,2,0,2,0,3.5918,5.1086,1.2697,49672.9627,1432624.1210,432624.1210,43.2624,-10.6364,True,"000679,000868","大连友谊,安凯客车",000679 大连友谊 +4.58% | 000868 安凯客车 +2.61%
2020-05-29,2,0,1,1,1.4476,5.0862,1.8126,20738.2280,1453362.3489,453362.3489,45.3362,-9.3428,True,"000410,000572","沈阳机床,海马汽车",000410 沈阳机床 -0.08% | 000572 海马汽车 +2.98%
2020-06-01,2,0,2,0,4.4250,4.9754,1.6256,64311.1941,1517673.5430,517673.5430,51.7674,-5.3313,True,"000953,002072","中哲精化,凯瑞德",000953 中哲精化 +4.18% | 002072 凯瑞德 +4.67%
2020-06-02,2,0,1,1,1.8491,5.0256,1.4015,28063.6476,1545737.1906,545737.1906,54.5737,-3.5807,True,"000408,002072","藏格矿业,凯瑞德",000408 藏格矿业 +4.70% | 002072 凯瑞德 -1.00%
2020-06-03,2,0,2,0,4.8065,4.7159,1.3909,74295.4785,1620032.6691,620032.6691,62.0033,0.0000,True,"000536,002086","华映科技,东方海洋",000536 华映科技 +4.83% | 002086 东方海洋 +4.78%
2020-06-04,2,0,2,0,4.6858,5.2475,1.3117,75911.4444,1695944.1135,695944.1135,69.5944,0.0000,True,"000509,002052","华塑控股,同洲电子",000509 华塑控股 +4.74% | 002052 同洲电子 +4.63%
2020-06-05,2,0,1,1,1.4204,5.0720,1.3002,24088.9926,1720033.1061,720033.1061,72.0033,0.0000,True,"000509,000953","华塑控股,中哲精化",000509 华塑控股 +4.50% | 000953 中哲精化 -1.66%
2020-06-08,2,0,1,1,1.6832,5.0836,1.5772,28951.7575,1748984.8637,748984.8637,74.8985,0.0000,True,"000012,000504","南  玻Ａ,南华生物",000012 南  玻Ａ -1.32% | 000504 南华生物 +4.69%
2020-06-11,2,0,2,0,4.7643,5.1791,1.2219,83327.2666,1832312.1303,832312.1303,83.2312,0.0000,True,"000509,000927","华塑控股,中国铁物",000509 华塑控股 +4.77% | 000927 中国铁物 +4.76%
2020-06-12,2,0,1,1,-1.9838,5.0922,2.7878,-36350.1379,1795961.9924,795961.9924,79.5962,-1.9838,False,"000927,002021","中国铁物,中捷资源",000927 中国铁物 +0.23% | 002021 中捷资源 -4.20%
2020-06-16,2,0,1,1,-0.0884,5.1190,2.0452,-1588.4328,1794373.5596,794373.5596,79.4374,-2.0705,False,"000034,000504","神州数码,南华生物",000034 神州数码 -2.32% | 000504 南华生物 +2.14%
2020-06-22,2,0,2,0,3.8846,4.9554,1.7802,69703.6389,1864077.1985,864077.1985,86.4077,0.0000,True,"000504,000727","南华生物,冠捷科技",000504 南华生物 +4.71% | 000727 冠捷科技 +3.06%
2020-06-23,2,0,2,0,2.9343,5.1582,1.7174,54698.4276,1918775.6261,918775.6261,91.8776,0.0000,True,"000504,000981","南华生物,山子高科",000504 南华生物 +4.73% | 000981 山子高科 +1.14%
2020-06-30,2,0,0,2,-0.0470,5.1803,1.1579,-902.3196,1917873.3065,917873.3065,91.7873,-0.0470,False,"000563,000892","陕国投Ａ,欢瑞世纪",000563 陕国投Ａ -0.03% | 000892 欢瑞世纪 -0.06%
2020-07-02,2,0,1,1,-0.5662,4.9846,1.6169,-10858.9439,1907014.3626,907014.3626,90.7014,-0.6130,False,"000725,000890","京东方Ａ,法尔胜",000725 京东方Ａ -1.74% | 000890 法尔胜 +0.60%
2020-07-06,2,0,0,2,-1.4563,5.4804,2.1678,-27771.5480,1879242.8146,879242.8146,87.9243,-2.0603,False,"000059,000825","华锦股份,太钢不锈",000059 华锦股份 -0.70% | 000825 太钢不锈 -2.21%
2020-07-08,2,0,2,0,3.4273,4.9914,1.3698,64407.3091,1943650.1237,943650.1237,94.3650,0.0000,True,"000017,002077","深中华A,大港股份",000017 深中华A +2.08% | 002077 大港股份 +4.77%
2020-07-09,2,0,1,1,1.0514,5.1490,1.1981,20434.5918,1964084.7155,964084.7155,96.4085,0.0000,True,"000727,002021","冠捷科技,中捷资源",000727 冠捷科技 -0.30% | 002021 中捷资源 +2.40%
2020-07-10,2,0,1,1,1.1010,5.2045,1.1301,21623.7664,1985708.4819,985708.4819,98.5708,0.0000,True,"000816,000980","智慧农业,众泰汽车",000816 智慧农业 +4.63% | 000980 众泰汽车 -2.43%
2020-07-13,2,0,1,1,0.2155,4.6865,1.1238,4278.4853,1989986.9672,989986.9672,98.9987,0.0000,True,"000897,002086","津滨发展,东方海洋",000897 津滨发展 -0.30% | 002086 东方海洋 +0.73%
2020-07-14,2,0,1,1,0.3896,5.2956,1.5701,7752.2602,1997739.2274,997739.2274,99.7739,0.0000,True,"000869,000981","张  裕Ａ,山子高科",000869 张  裕Ａ -3.92% | 000981 山子高科 +4.70%
2020-07-15,2,0,0,2,-5.1081,5.0510,1.3302,-102047.2536,1895691.9738,895691.9738,89.5692,-5.1081,False,"000981,002086","山子高科,东方海洋",000981 山子高科 -5.06% | 002086 东方海洋 -5.15%
2020-07-20,2,0,1,1,-0.1099,5.3417,1.1616,-2083.6777,1893608.2961,893608.2961,89.3608,-5.2124,False,"000536,000709","华映科技,河钢股份",000536 华映科技 +0.94% | 000709 河钢股份 -1.16%
2020-07-22,2,0,2,0,2.7589,5.0976,1.5341,52242.0275,1945850.3236,945850.3236,94.5850,-2.5974,True,"000408,000571","藏格矿业,新大洲A",000408 藏格矿业 +4.67% | 000571 新大洲A +0.85%
2020-07-23,2,0,1,1,1.1196,5.0449,1.9304,21785.1944,1967635.5180,967635.5180,96.7636,-1.5069,True,"000408,000890","藏格矿业,法尔胜",000408 藏格矿业 -2.33% | 000890 法尔胜 +4.57%
2020-07-24,2,0,2,0,2.9547,5.0138,1.5846,58138.0608,2025773.5788,1025773.5788,102.5774,0.0000,True,"000572,000890","海马汽车,法尔胜",000572 海马汽车 +1.21% | 000890 法尔胜 +4.70%
2020-07-28,2,0,1,1,-0.5026,5.0287,1.6721,-10181.6893,2015591.8895,1015591.8895,101.5592,-0.5026,False,"000017,000422","深中华A,湖北宜化",000017 深中华A +0.46% | 000422 湖北宜化 -1.46%
2020-07-29,2,0,1,1,0.0558,5.3177,1.3148,1123.7336,2016715.6231,1016715.6231,101.6716,-0.4471,True,"000801,002079","四川九洲,苏州固锝",000801 四川九洲 -0.60% | 002079 苏州固锝 +0.71%
2020-07-30,2,0,1,1,-1.3232,4.9952,1.5364,-26684.7442,1990030.8789,990030.8789,99.0031,-1.7644,False,"000408,002039","藏格矿业,黔源电力",000408 藏格矿业 +0.07% | 002039 黔源电力 -2.71%
2020-08-03,2,0,1,1,0.7144,5.1159,1.3924,14216.9593,2004247.8382,1004247.8382,100.4248,-1.0626,True,"000837,002052","秦川机床,同洲电子",000837 秦川机床 +3.13% | 002052 同洲电子 -1.70%
2020-08-05,2,0,1,1,0.2240,5.1255,1.4225,4490.1397,2008737.9779,1008737.9779,100.8738,-0.8409,True,"000533,000536","顺钠股份,华映科技",000533 顺钠股份 -2.46% | 000536 华映科技 +2.91%
2020-08-07,2,0,2,0,4.0430,5.1285,1.2611,81214.1602,2089952.1381,1089952.1381,108.9952,0.0000,True,"000408,002052","藏格矿业,同洲电子",000408 藏格矿业 +3.39% | 002052 同洲电子 +4.70%
