date,code,name,close,pct_chg,vol_ratio,close_high_ratio
2026-06-15,000967,盈峰环境,10.34,4.97461928934011,1.144286371378945,1.0
2026-06-15,002049,紫光国微,74.76,4.544818906446646,1.102866379470257,1.0
